impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-180826,A731912,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965494,LOST,Snowball,Cat,Over 1 year<p/>,Female,Himalayan,White,"Jul 06, 2025",Date Lost,220TH  PLACE SE & SE 240TH PL,Maple Valley,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965494,Image Copyright HLP Inc. 2025,"Description: Snowball is a 2 yr old seal point Himalayan cat with blue eyes. She is the sweetest soul and loves to roam. She has never not come back home.<p/>Age: Over 1 year<p/>Location Lost: 220th Pl SE and 240th, Maple Valley WA  98038<p/>Lost Date: 2025-07-06<p/>",
K25-179111,A729248,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A729248,Off Site Vet,,Cat,2 YEARS,Male,Siamese,Lynx Pt / White,"May 26, 2025",Received on,8400 block of  S 117TH ST,,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729248,Image Copyright HLP Inc. 2025,Received on: 2025-05-26<p/> Found Near: 8400 block of  S 117TH ST<p/> Description: Lynx Pt / White Male Siamese Cat<p/> Age: 2 YEARS<p/> Current Location: Off Site Vet<p/>,
K25-181009,A732222,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732222,Off Site Vet,,Dog,12 YEARS,Female,Shiba Inu,Tan / White,"Jul 18, 2025",Received on,WEST  VALLEY HIGHWAY/202ND,,,,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732222,Image Copyright HLP Inc. 2025,Received on: 2025-07-18<p/> Found Near: WEST  VALLEY HIGHWAY/202ND<p/> Description: Tan / White Female Shiba Inu Dog<p/> Age: 12 YEARS<p/> Current Location: Off Site Vet<p/>,
K25-181019,A732232,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732232,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Nebula,Cat,13 WEEKS,Neutered Male,Domestic Mediumhair,Brn Tabby,"Jul 18, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732232,Image Copyright HLP Inc. 2025,"Received on: 2025-07-18<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 13 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Nebula and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-180603,A731650,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963528,LOST,Lucky,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Brown,"Jul 05, 2025",Date Lost,11300 block of  SE 214th St,Kent,,98031,KENT,47.410557,-122.189615,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963528,Image Copyright HLP Inc. 2025,"Description: Tabby with a hint of yellow. Under 12lbs. Chipped.<p/>Age: Over 1 year<p/>Location Lost: 11300 Southeast 214th Street, Kent WA  98031<p/>Lost Date: 2025-07-05<p/>",
K25-180443,A731370,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960446,LOST,Lily Bear,Dog,Over 1 year<p/>,Female,Bluetick Hound,Unknown,"Jul 02, 2025",Date Lost,,,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960446,Image Copyright HLP Inc. 2025,"Description: 12 yr old female blue tic hound - scar on right side of muzzle, skinny need special diet due to age<p/>Age: Over 1 year<p/>Location Lost: 19201 SE Jones RD Renton,  Wa, Renton WA  98058<p/>Lost Date: 2025-07-02<p/>",
K25-180360,A731229,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959518,LOST,Lucinda & Gu,Cat,Over 1 year<p/>,Unknown,Domestic Longhair,Black,"Jun 29, 2025",Date Lost,S  181ST PL & S 36TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959518,Image Copyright HLP Inc. 2025,"Description: Lucinda is black with long, silky fur. She has a small white patch on her chest and a bit of light grey under her left forepaw. She has green eyes and a black nose. Guillermo is a tuxedo cat with white patches on his paws, his belly, and his chin. His eyes are yellowish green<p/>Age: Over 1 year<p/>Location Lost: S 181st Pl & S 36th Pl, Seattle WA  98188<p/>Lost Date: 2025-06-29<p/>",
K25-179970,A730609,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2955447,LOST,Panther,Cat,Under 1 year<p/>,Male,Domestic Longhair,Black,"Jun 16, 2025",Date Lost,SALISHAN  BLVD AND E 42ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2955447,Image Copyright HLP Inc. 2025,"Description: Black tuxedo cat 7 months old, has white birthmark on his lip all white stomach and all white paws. He's very timid, has a very quiet meow, kinda growls if you pick him up. He just got fixed and had his rabies shot. He has a sister at home who is devastated misses him so much, as the whole family does<p/>Age: Under 1 year<p/>Location Lost:  Salishan Blvd and E 42nd St, Tacoma WA  98404<p/>Lost Date: 2025-06-16<p/>",
K25-180596,A731635,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963402,LOST,Charlie,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jul 04, 2025",Date Lost,98198 98198,,,98198,DES MOINES,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963402,Image Copyright HLP Inc. 2025,"Description: Charlie is a brown/orange tabby and tortie mix. She has quite a bit of orange in her fur at this time of year. Her eyes are green and yellow. She’s very sweet, but shy. She may come when you call her. She has a faded pink breakaway collar with her name and my phone number. Last seen early in the morning on 7/4. <p/>Age: Over 1 year<p/>Location Lost: Gary St and Wood Ave, Sumner WA  98390<p/>Lost Date: 2025-07-04<p/>",
K25-180760,A731828,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Ester,Cat,6 WEEKS,Female,Domestic Shorthair,Tortie,"Jul 11, 2025",Received on,5700 block of  S 152ND PL,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731828,Image Copyright HLP Inc. 2025,Received on: 2025-07-11<p/> Found Near: 5700 block of  S 152ND PL<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180653,A731713,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A731713,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lapis,Dog,10 MONTHS,Neutered Male,Belgian Malinois / Mix,Tan / Black,"Jul 09, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731713,Image Copyright HLP Inc. 2025,"Received on: 2025-07-09<p/> Description: Tan / Black<p/>  Neutered Male Belgian Malinois / Mix Dog<p/> Age: 10 MONTHS<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Lapis and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on July 9, 2025.<p/><p/>I weigh 52.3lbs and am considered a ""large breed"" dog.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I trust you!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>I am a puppy!! I will need to find a home where someone is available for me in these early days. It is important to be consistent with me and socialize me so I can have the best companionship with people and other animals. Puppies require patience because everything is brand new so I will need some TLC while I learn. I am not potty trained or crate training yet and teaching me those skills will help tremendously on a road to success! If you and your family are ready to fall in love my awesome self, please check me out!!<p/><p/>I am a sweet pup who will need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be.<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
K25-181080,A732305,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732305,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Benjamin,Cat,5 YEARS 9 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,"Jul 19, 2025",Received on,23400 block of  30TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732305,Image Copyright HLP Inc. 2025,"Received on: 2025-07-19<p/> Found Near: 23400 block of  30TH AVE S<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS 9 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-179369,A729616,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A729616,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ramsey,Dog,6 YEARS 1 MONTH,Neutered Male,Pit Bull,Tan / White,"Jun 03, 2025",Received on,24800 block of  PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729616,Image Copyright HLP Inc. 2025,"Received on: 2025-06-03<p/> Found Near: 24800 block of  PACIFIC HWY S<p/> Description: Tan / White Neutered Male Pit Bull Dog<p/> Age: 6 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180604,A731659,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963584,LOST,Nori Vy,Cat,Over 1 year<p/>,Male,Savannah,Brown,"Jul 08, 2025",Date Lost,24900 block of  SE 40TH DR,Sammamish,,98029,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963584,Image Copyright HLP Inc. 2025,"Description: brownish black tabby with black spots. black nose. greenish eyes. 13-14lbs. very friendly <p/>Age: Over 1 year<p/>Location Lost: 24917 SE 40th Dr, Issaquah WA  98029<p/>Lost Date: 2025-07-08<p/>",
K25-180507,A731474,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961472,LOST,Kendall,Dog,Unknown<p/>,Male,Welsh Terrier,Unknown,"Jul 04, 2025",Date Lost,151st  Ave SE & SE 49th St,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961472,Image Copyright HLP Inc. 2025,"Description: This seems to be a Wheaton terrier? He showed up at our house scared and confused and alone. He is wearing a harness , does not seem to be microchipped<p/>Age: Unknown<p/>Location Lost: 151st ave se and se 49th st, Bellevue WA  98006<p/>Lost Date: 2025-07-04<p/>",
K25-179952,A730563,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2954905,LOST,Chip,Cat,Under 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jun 11, 2025",Date Lost,SE  192nd St & 129th Pl SE,King County,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2954905,Image Copyright HLP Inc. 2025,"Description: He’s is a black yellow/orange tabby with White paws and white bow tie chest. 9 months old <p/>Age: Under 1 year<p/>Location Lost: SE 192nd St and 129th PL SE, Renton WA  98058<p/>Lost Date: 2025-06-11<p/>",
K25-180974,A731312,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Michael,Cat,12 WEEKS,Neutered Male,Domestic Mediumhair,Black / White,"Jul 01, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731312,Image Copyright HLP Inc. 2025,"Received on: 2025-07-01<p/> Description: Black / White Neutered Male Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/>Michael<p/>Introducing Michael, a charming black and white kitten with soft fur and a personality as bold as his tuxedo coloring! This little guy is the definition of curious - always on the move, always investigating, and always ready to turn anything into an adventure. Whether it's a crinkly toy, a moving shadow, or a cardboard box fortress, Michael wants to explore it, bat it, and maybe climb it. After his playtime, Michael is more than happy to curl up in a cozy spot for a well-earned nap. He's got a soft, affectionate side that's just waiting to shine once he knows he's home. Michael would thrive in a home that can keep up with his playful energy and feed his growing curiosity. He'd love to be adopted with his sister, Holly. If you're looking for a kitten who's equal parts fluff and fun, come meet Michael!<p/><p/>",
K25-180885,A732019,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966181,LOST,Jet,Cat,Under 1 year<p/>,Male,Serval,Black,"Jul 13, 2025",Date Lost,98075 98075,,,98075,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966181,Image Copyright HLP Inc. 2025,"Description: completely black, green eyes, boy<p/>Age: Under 1 year<p/>Location Lost: Se 14th pl Sammamish , Sammamish WA  98075<p/>Lost Date: 2025-07-13<p/>",
K25-181071,A732294,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732294,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Male,Domestic Shorthair,White / Gray,"Jul 19, 2025",Received on,20700 block of  113TH PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732294,Image Copyright HLP Inc. 2025,"Received on: 2025-07-19<p/> Found Near: 20700 block of  113TH PL SE<p/> Description: White / Gray Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180953,A732157,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732157,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Nugget,Angora,NO AGE,Female,Angora / Mix,White / Gray,"Jul 16, 2025",Received on,4700 block of  SOUTHCENTER BLVD,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732157,Image Copyright HLP Inc. 2025,"Received on: 2025-07-16<p/> Found Near: 4700 block of  SOUTHCENTER BLVD<p/> Description: White / Gray Female Angora / Mix Angora<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180168,A730933,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957475,LOST,Eva,Dog,Unknown<p/>,Female,Chihuahua - Smooth Coated,Brown,"Jun 25, 2025",Date Lost,1500 block of  Broadway,Seattle,,98122,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957475,Image Copyright HLP Inc. 2025,"<p/>Age: Unknown<p/>Location Lost: 1509 Broadway Seattle,Wa, Seattle WA  98122<p/>Lost Date: Jun 25 202<p/>",
K25-175329,A708686,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Rosie,Dog,4 YEARS 1 MONTH,Spayed Female,German Shepherd / Mix,Black / Brown,"Jan 03, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A708686,Image Copyright HLP Inc. 2025,"Received on: 2025-01-03<p/> Description: Black / Brown Spayed Female German Shepherd / Mix Dog<p/> Age: 4 YEARS 1 MONTH<p/> Adoption Fee: $30<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Rosie and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 05/17/24.<p/><p/>I weigh 60.30lbs and am considered a ""large breed"" dog.<p/><p/>This is a note about me from my foster parent: ""Rosie is a nice girl!  She is a snuggle pup who wants to be with her person.  She's a mostly mellow girl who only needs a moderate amount of daily exercise.  She is friendly with other dogs, although smaller dogs may find her too rambunctious.  She does need a special diet for her allergies, and takes a daily medication.  She hopes to find a family who will buy her some fashionable pajamas and a nice raincoat - Rosie is a fair-weather girl!  She does cry when she's left alone so I don't think she'd be a good candidate for apartment living.""<p/><p/><p/>",
